morphind	root_morphind	root_pos_morphind	affix_morphind	affix_morphind_wclass	pref_morphind	suff_morphind	verb_tagged	n
ber+dialog<n>_VSA	dialog	n	ber-_0	ber-_n_0	ber-	0	TRUE	130
ber+wibawa<n>_VSA	wibawa	n	ber-_0	ber-_n_0	ber-	0	TRUE	130
ber+aksi<n>_VSA	aksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	128
ber+gairah<n>_VSA	gairah	n	ber-_0	ber-_n_0	ber-	0	TRUE	128
ber+jenis<n>_VSA	jenis	n	ber-_0	ber-_n_0	ber-	0	TRUE	127
ber+keringat<n>_VSA	keringat	n	ber-_0	ber-_n_0	ber-	0	TRUE	127
ber+kapasitas<n>_VSA	kapasitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	126
ber+produksi<n>_VSA	produksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	124
ber+cahaya<n>_VSA	cahaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	122
ber+dosa<n>_VSA	dosa	n	ber-_0	ber-_n_0	ber-	0	TRUE	121
ber+imbas<n>_VSA	imbas	n	ber-_0	ber-_n_0	ber-	0	TRUE	121
ber+profesi<n>_VSA	profesi	n	ber-_0	ber-_n_0	ber-	0	TRUE	121
ber+kelas<n>_VSA	kelas	n	ber-_0	ber-_n_0	ber-	0	TRUE	119
ber+budidaya<n>_VSA	budidaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	118
ber+tingkah<n>_VSA	tingkah	n	ber-_0	ber-_n_0	ber-	0	TRUE	118
ber+asosiasi<n>_VSA	asosiasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	117
ber+duka<n>_VSA	duka	n	ber-_0	ber-_n_0	ber-	0	TRUE	117
ber+macam<n>_VSA	macam	n	ber-_0	ber-_n_0	ber-	0	TRUE	117
ber+tutur<n>_VSA	tutur	n	ber-_0	ber-_n_0	ber-	0	TRUE	117
ber+resiko<n>_VSA	resiko	n	ber-_0	ber-_n_0	ber-	0	TRUE	113
ber+baju<n>_VSA	baju	n	ber-_0	ber-_n_0	ber-	0	TRUE	112
ber+akhlak<n>_VSA	akhlak	n	ber-_0	ber-_n_0	ber-	0	TRUE	111
ber+alkohol<n>_VSA	alkohol	n	ber-_0	ber-_n_0	ber-	0	TRUE	110
ber+kedip<n>_VSA	kedip	n	ber-_0	ber-_n_0	ber-	0	TRUE	110
ber+politik<n>_VSA	politik	n	ber-_0	ber-_n_0	ber-	0	TRUE	110
ber+sosialisasi<n>_VSA	sosialisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	110
ber+tani<n>_VSA	tani	n	ber-_0	ber-_n_0	ber-	0	TRUE	110
ber+laga<n>_VSA	laga	n	ber-_0	ber-_n_0	ber-	0	TRUE	109
ber+pangkat<n>_VSA	pangkat	n	ber-_0	ber-_n_0	ber-	0	TRUE	109
ber+kilau<n>_VSA	kilau	n	ber-_0	ber-_n_0	ber-	0	TRUE	108
ber+sumpah<n>_VSA	sumpah	n	ber-_0	ber-_n_0	ber-	0	TRUE	108
ber+tema<n>_VSA	tema	n	ber-_0	ber-_n_0	ber-	0	TRUE	107
ber+uang<n>_VSA	uang	n	ber-_0	ber-_n_0	ber-	0	TRUE	107
ber+debar<n>_VSA	debar	n	ber-_0	ber-_n_0	ber-	0	TRUE	106
ber+gizi<n>_VSA	gizi	n	ber-_0	ber-_n_0	ber-	0	TRUE	106
ber+takwa<n>_VSA	takwa	n	ber-_0	ber-_n_0	ber-	0	TRUE	106
ber+kesan<n>_VSA	kesan	n	ber-_0	ber-_n_0	ber-	0	TRUE	104
ber+karier<n>_VSA	karier	n	ber-_0	ber-_n_0	ber-	0	TRUE	103
ber+sabda<n>_VSA	sabda	n	ber-_0	ber-_n_0	ber-	0	TRUE	103
ber+zikir<n>_VSA	zikir	n	ber-_0	ber-_n_0	ber-	0	TRUE	102
ber+jadwal<n>_VSA	jadwal	n	ber-_0	ber-_n_0	ber-	0	TRUE	101
ber+nuansa<n>_VSA	nuansa	n	ber-_0	ber-_n_0	ber-	0	TRUE	100
ber+gejolak<n>_VSA	gejolak	n	ber-_0	ber-_n_0	ber-	0	TRUE	99
ber+kiprah<n>_VSA	kiprah	n	ber-_0	ber-_n_0	ber-	0	TRUE	98
ber+debu<n>_VSA	debu	n	ber-_0	ber-_n_0	ber-	0	TRUE	96
ber+dering<n>_VSA	dering	n	ber-_0	ber-_n_0	ber-	0	TRUE	96
ber+gelombang<n>_VSA	gelombang	n	ber-_0	ber-_n_0	ber-	0	TRUE	96
ber+bunga<n>_VSA	bunga	n	ber-_0	ber-_n_0	ber-	0	TRUE	94
ber+relasi<n>_VSA	relasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	94
ber+wisata<n>_VSA	wisata	n	ber-_0	ber-_n_0	ber-	0	TRUE	94
ber+liku<n>_VSA	liku	n	ber-_0	ber-_n_0	ber-	0	TRUE	93
ber+lubang<n>_VSA	lubang	n	ber-_0	ber-_n_0	ber-	0	TRUE	93
ber+moral<n>_VSA	moral	n	ber-_0	ber-_n_0	ber-	0	TRUE	93
ber+corak<n>_VSA	corak	n	ber-_0	ber-_n_0	ber-	0	TRUE	92
ber+gelar<n>_VSA	gelar	n	ber-_0	ber-_n_0	ber-	0	TRUE	92
ber+penduduk<n>_VSA	penduduk	n	ber-_0	ber-_n_0	ber-	0	TRUE	92
ber+puasa<n>_VSA	puasa	n	ber-_0	ber-_n_0	ber-	0	TRUE	92
ber+ekspresi<n>_VSA	ekspresi	n	ber-_0	ber-_n_0	ber-	0	TRUE	91
ber+malam<n>_VSA	malam	n	ber-_0	ber-_n_0	ber-	0	TRUE	91
ber+detak<n>_VSA	detak	n	ber-_0	ber-_n_0	ber-	0	TRUE	90
ber+kinerja<n>_VSA	kinerja	n	ber-_0	ber-_n_0	ber-	0	TRUE	90
ber+tamu<n>_VSA	tamu	n	ber-_0	ber-_n_0	ber-	0	TRUE	90
ber+tempur<n>_VSA	tempur	n	ber-_0	ber-_n_0	ber-	0	TRUE	90
ber+budaya<n>_VSA	budaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	89
ber+jajar<n>_VSA	jajar	n	ber-_0	ber-_n_0	ber-	0	TRUE	88
ber+kaca<n>_VSA	kaca	n	ber-_0	ber-_n_0	ber-	0	TRUE	88
ber+sertifikat<n>_VSA	sertifikat	n	ber-_0	ber-_n_0	ber-	0	TRUE	88
ber+bakti<n>_VSA	bakti	n	ber-_0	ber-_n_0	ber-	0	TRUE	87
ber+imbang<n>_VSA	imbang	n	ber-_0	ber-_n_0	ber-	0	TRUE	87
ber+imbuhan<n>_VSA	imbuhan	n	ber-_0	ber-_n_0	ber-	0	TRUE	87
ber+konflik<n>_VSA	konflik	n	ber-_0	ber-_n_0	ber-	0	TRUE	87
ber+hati<n>_VSA	hati	n	ber-_0	ber-_n_0	ber-	0	TRUE	86
ber+rumah<n>_VSA	rumah	n	ber-_0	ber-_n_0	ber-	0	TRUE	85
ber+transformasi<n>_VSA	transformasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	85
ber+gerilya<n>_VSA	gerilya	n	ber-_0	ber-_n_0	ber-	0	TRUE	83
ber+jaya<n>_VSA	jaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	83
ber+kepala<n>_VSA	kepala	n	ber-_0	ber-_n_0	ber-	0	TRUE	83
ber+negosiasi<n>_VSA	negosiasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	83
ber+sorak<n>_VSA	sorak	n	ber-_0	ber-_n_0	ber-	0	TRUE	83
ber+golak<n>_VSA	golak	n	ber-_0	ber-_n_0	ber-	0	TRUE	82
ber+lantai<n>_VSA	lantai	n	ber-_0	ber-_n_0	ber-	0	TRUE	82
ber+nomor<n>_VSA	nomor	n	ber-_0	ber-_n_0	ber-	0	TRUE	82
ber+tenaga<n>_VSA	tenaga	n	ber-_0	ber-_n_0	ber-	0	TRUE	82
ber+nada<n>_VSA	nada	n	ber-_0	ber-_n_0	ber-	0	TRUE	81
ber+simpuh<n>_VSA	simpuh	n	ber-_0	ber-_n_0	ber-	0	TRUE	81
ber+integritas<n>_VSA	integritas	n	ber-_0	ber-_n_0	ber-	0	TRUE	80
ber+kebun<n>_VSA	kebun	n	ber-_0	ber-_n_0	ber-	0	TRUE	80
ber+rantai<n>_VSA	rantai	n	ber-_0	ber-_n_0	ber-	0	TRUE	80
ber+dinding<n>_VSA	dinding	n	ber-_0	ber-_n_0	ber-	0	TRUE	79
ber+denominasi<n>_VSA	denominasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	78
ber+kumandang<n>_VSA	kumandang	n	ber-_0	ber-_n_0	ber-	0	TRUE	78
ber+syarat<n>_VSA	syarat	n	ber-_0	ber-_n_0	ber-	0	TRUE	78
ber+air<n>_VSA	air	n	ber-_0	ber-_n_0	ber-	0	TRUE	77
ber+bulu<n>_VSA	bulu	n	ber-_0	ber-_n_0	ber-	0	TRUE	77
ber+ilmu<n>_VSA	ilmu	n	ber-_0	ber-_n_0	ber-	0	TRUE	77
ber+mitra<n>_VSA	mitra	n	ber-_0	ber-_n_0	ber-	0	TRUE	77
ber+fluktuasi<n>_VSA	fluktuasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	76
ber+sarang<n>_VSA	sarang	n	ber-_0	ber-_n_0	ber-	0	TRUE	76
ber+ziarah<n>_VSA	ziarah	n	ber-_0	ber-_n_0	ber-	0	TRUE	76
ber+bendera<n>_VSA	bendera	n	ber-_0	ber-_n_0	ber-	0	TRUE	75
ber+kuda<n>_VSA	kuda	n	ber-_0	ber-_n_0	ber-	0	TRUE	75
ber+distribusi<n>_VSA	distribusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	74
ber+firman<n>_VSA	firman	n	ber-_0	ber-_n_0	ber-	0	TRUE	74
ber+irama<n>_VSA	irama	n	ber-_0	ber-_n_0	ber-	0	TRUE	74
ber+khasiat<n>_VSA	khasiat	n	ber-_0	ber-_n_0	ber-	0	TRUE	74
ber+degup<n>_VSA	degup	n	ber-_0	ber-_n_0	ber-	0	TRUE	73
ber+kampanye<n>_VSA	kampanye	n	ber-_0	ber-_n_0	ber-	0	TRUE	73
ber+standar<n>_VSA	standar	n	ber-_0	ber-_n_0	ber-	0	TRUE	73
ber+tetangga<n>_VSA	tetangga	n	ber-_0	ber-_n_0	ber-	0	TRUE	73
ber+foto<n>_VSA	foto	n	ber-_0	ber-_n_0	ber-	0	TRUE	72
ber+judi<n>_VSA	judi	n	ber-_0	ber-_n_0	ber-	0	TRUE	72
ber+lumpur<n>_VSA	lumpur	n	ber-_0	ber-_n_0	ber-	0	TRUE	72
ber+markas<n>_VSA	markas	n	ber-_0	ber-_n_0	ber-	0	TRUE	72
ber+alamat<n>_VSA	alamat	n	ber-_0	ber-_n_0	ber-	0	TRUE	70
ber+asumsi<n>_VSA	asumsi	n	ber-_0	ber-_n_0	ber-	0	TRUE	70
ber+deret<n>_VSA	deret	n	ber-_0	ber-_n_0	ber-	0	TRUE	70
ber+kaki<n>_VSA	kaki	n	ber-_0	ber-_n_0	ber-	0	TRUE	70
ber+ratap<n>_VSA	ratap	n	ber-_0	ber-_n_0	ber-	0	TRUE	70
ber+teknologi<n>_VSA	teknologi	n	ber-_0	ber-_n_0	ber-	0	TRUE	70
ber+afiliasi<n>_VSA	afiliasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	69
ber+cakap<n>_VSA	cakap	n	ber-_0	ber-_n_0	ber-	0	TRUE	69
ber+proses<n>_VSA	proses	n	ber-_0	ber-_n_0	ber-	0	TRUE	69
ber+sayap<n>_VSA	sayap	n	ber-_0	ber-_n_0	ber-	0	TRUE	69
ber+semayam<n>_VSA	semayam	n	ber-_0	ber-_n_0	ber-	0	TRUE	69
ber+motif<n>_VSA	motif	n	ber-_0	ber-_n_0	ber-	0	TRUE	68
ber+nasib<n>_VSA	nasib	n	ber-_0	ber-_n_0	ber-	0	TRUE	68
ber+gemuruh<n>_VSA	gemuruh	n	ber-_0	ber-_n_0	ber-	0	TRUE	67
ber+hutan<n>_VSA	hutan	n	ber-_0	ber-_n_0	ber-	0	TRUE	67
ber+selisih<n>_VSA	selisih	n	ber-_0	ber-_n_0	ber-	0	TRUE	66
ber+sengketa<n>_VSA	sengketa	n	ber-_0	ber-_n_0	ber-	0	TRUE	66
ber+topeng<n>_VSA	topeng	n	ber-_0	ber-_n_0	ber-	0	TRUE	66
ber+serikat<n>_VSA	serikat	n	ber-_0	ber-_n_0	ber-	0	TRUE	65
ber+kehendak<n>_VSA	kehendak	n	ber-_0	ber-_n_0	ber-	0	TRUE	64
ber+kuliah<n>_VSA	kuliah	n	ber-_0	ber-_n_0	ber-	0	TRUE	64
ber+aroma<n>_VSA	aroma	n	ber-_0	ber-_n_0	ber-	0	TRUE	63
ber+guru<n>_VSA	guru	n	ber-_0	ber-_n_0	ber-	0	TRUE	63
ber+bingkai<n>_VSA	bingkai	n	ber-_0	ber-_n_0	ber-	0	TRUE	62
ber+nyawa<n>_VSA	nyawa	n	ber-_0	ber-_n_0	ber-	0	TRUE	62
ber+batu<n>_VSA	batu	n	ber-_0	ber-_n_0	ber-	0	TRUE	61
ber+gerombol<n>_VSA	gerombol	n	ber-_0	ber-_n_0	ber-	0	TRUE	61
ber+karat<n>_VSA	karat	n	ber-_0	ber-_n_0	ber-	0	TRUE	61
ber+denyut<n>_VSA	denyut	n	ber-_0	ber-_n_0	ber-	0	TRUE	60
ber+pesta<n>_VSA	pesta	n	ber-_0	ber-_n_0	ber-	0	TRUE	60
ber+tipe<n>_VSA	tipe	n	ber-_0	ber-_n_0	ber-	0	TRUE	60
ber+etika<n>_VSA	etika	n	ber-_0	ber-_n_0	ber-	0	TRUE	59
ber+izin<n>_VSA	izin	n	ber-_0	ber-_n_0	ber-	0	TRUE	59
ber+koalisi<n>_VSA	koalisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	59
ber+merek<n>_VSA	merek	n	ber-_0	ber-_n_0	ber-	0	TRUE	59
ber+simpati<n>_VSA	simpati	n	ber-_0	ber-_n_0	ber-	0	TRUE	59
ber+telur<n>_VSA	telur	n	ber-_0	ber-_n_0	ber-	0	TRUE	58
ber+bobot<n>_VSA	bobot	n	ber-_0	ber-_n_0	ber-	0	TRUE	57
ber+dalih<n>_VSA	dalih	n	ber-_0	ber-_n_0	ber-	0	TRUE	57
ber+sekutu<n>_VSA	sekutu	n	ber-_0	ber-_n_0	ber-	0	TRUE	57
ber+evolusi<n>_VSA	evolusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	56
ber+pendar<n>_VSA	pendar	n	ber-_0	ber-_n_0	ber-	0	TRUE	56
ber+budi<n>_VSA	budi	n	ber-_0	ber-_n_0	ber-	0	TRUE	55
ber+kawan<n>_VSA	kawan	n	ber-_0	ber-_n_0	ber-	0	TRUE	55
ber+pasir<n>_VSA	pasir	n	ber-_0	ber-_n_0	ber-	0	TRUE	55
ber+pola<n>_VSA	pola	n	ber-_0	ber-_n_0	ber-	0	TRUE	55
ber+saksi<n>_VSA	saksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	55
ber+senandung<n>_VSA	senandung	n	ber-_0	ber-_n_0	ber-	0	TRUE	55
ber+cabang<n>_VSA	cabang	n	ber-_0	ber-_n_0	ber-	0	TRUE	54
ber+ambisi<n>_VSA	ambisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	53
ber+gema<n>_VSA	gema	n	ber-_0	ber-_n_0	ber-	0	TRUE	53
ber+haji<n>_VSA	haji	n	ber-_0	ber-_n_0	ber-	0	TRUE	53
ber+kacamata<n>_VSA	kacamata	n	ber-_0	ber-_n_0	ber-	0	TRUE	53
ber+perkara<n>_VSA	perkara	n	ber-_0	ber-_n_0	ber-	0	TRUE	53
ber+kumis<n>_VSA	kumis	n	ber-_0	ber-_n_0	ber-	0	TRUE	52
ber+basa basi<n>_VSA	basabasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	51
ber+inisial<n>_VSA	inisial	n	ber-_0	ber-_n_0	ber-	0	TRUE	51
ber+diameter<n>_VSA	diameter	n	ber-_0	ber-_n_0	ber-	0	TRUE	50
ber+dinas<n>_VSA	dinas	n	ber-_0	ber-_n_0	ber-	0	TRUE	50
ber+durasi<n>_VSA	durasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	50
ber+eksperimen<n>_VSA	eksperimen	n	ber-_0	ber-_n_0	ber-	0	TRUE	49
ber+lemak<n>_VSA	lemak	n	ber-_0	ber-_n_0	ber-	0	TRUE	49
ber+prinsip<n>_VSA	prinsip	n	ber-_0	ber-_n_0	ber-	0	TRUE	49
ber+selancar<n>_VSA	selancar	n	ber-_0	ber-_n_0	ber-	0	TRUE	49
ber+tikai<n>_VSA	tikai	n	ber-_0	ber-_n_0	ber-	0	TRUE	49
ber+hasrat<n>_VSA	hasrat	n	ber-_0	ber-_n_0	ber-	0	TRUE	48
ber+modal<n>_VSA	modal	n	ber-_0	ber-_n_0	ber-	0	TRUE	48
ber+dedikasi<n>_VSA	dedikasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	47
ber+kicau<n>_VSA	kicau	n	ber-_0	ber-_n_0	ber-	0	TRUE	47
ber+hutang<n>_VSA	hutang	n	ber-_0	ber-_n_0	ber-	0	TRUE	46
ber+kabut<n>_VSA	kabut	n	ber-_0	ber-_n_0	ber-	0	TRUE	46
ber+lagak<n>_VSA	lagak	n	ber-_0	ber-_n_0	ber-	0	TRUE	46
ber+soraksorai<n>_VSA	soraksorai	n	ber-_0	ber-_n_0	ber-	0	TRUE	46
ber+duri<n>_VSA	duri	n	ber-_0	ber-_n_0	ber-	0	TRUE	45
ber+efek<n>_VSA	efek	n	ber-_0	ber-_n_0	ber-	0	TRUE	45
ber+migrasi<n>_VSA	migrasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	45
ber+bintang<n>_VSA	bintang	n	ber-_0	ber-_n_0	ber-	0	TRUE	44
ber+ceramah<n>_VSA	ceramah	n	ber-_0	ber-_n_0	ber-	0	TRUE	44
ber+label<n>_VSA	label	n	ber-_0	ber-_n_0	ber-	0	TRUE	44
ber+dusta<n>_VSA	dusta	n	ber-_0	ber-_n_0	ber-	0	TRUE	43
ber+nafsu<n>_VSA	nafsu	n	ber-_0	ber-_n_0	ber-	0	TRUE	43
ber+biaya<n>_VSA	biaya	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+busana<n>_VSA	busana	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+cermin<n>_VSA	cermin	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+desir<n>_VSA	desir	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+ibu<n>_VSA	ibu	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+jibaku<n>_VSA	jibaku	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+jubah<n>_VSA	jubah	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+kelindan<n>_VSA	kelindan	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+musyawarah<n>_VSA	musyawarah	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+rasa<n>_VSA	rasa	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+selera<n>_VSA	selera	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+sisa<n>_VSA	sisa	n	ber-_0	ber-_n_0	ber-	0	TRUE	42
ber+seteru<n>_VSA	seteru	n	ber-_0	ber-_n_0	ber-	0	TRUE	41
ber+demonstrasi<n>_VSA	demonstrasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	40
ber+keluh<n>_VSA	keluh	n	ber-_0	ber-_n_0	ber-	0	TRUE	40
ber+kompromi<n>_VSA	kompromi	n	ber-_0	ber-_n_0	ber-	0	TRUE	40
ber+prasangka<n>_VSA	prasangka	n	ber-_0	ber-_n_0	ber-	0	TRUE	40
ber+tahun<n>_VSA	tahun	n	ber-_0	ber-_n_0	ber-	0	TRUE	40
ber+dansa<n>_VSA	dansa	n	ber-_0	ber-_n_0	ber-	0	TRUE	39
ber+gelora<n>_VSA	gelora	n	ber-_0	ber-_n_0	ber-	0	TRUE	39
ber+ladang<n>_VSA	ladang	n	ber-_0	ber-_n_0	ber-	0	TRUE	39
ber+nafas<n>_VSA	nafas	n	ber-_0	ber-_n_0	ber-	0	TRUE	39
ber+roda<n>_VSA	roda	n	ber-_0	ber-_n_0	ber-	0	TRUE	39
ber+sedekah<n>_VSA	sedekah	n	ber-_0	ber-_n_0	ber-	0	TRUE	39
ber+akal<n>_VSA	akal	n	ber-_0	ber-_n_0	ber-	0	TRUE	38
ber+argumen<n>_VSA	argumen	n	ber-_0	ber-_n_0	ber-	0	TRUE	38
ber+garis<n>_VSA	garis	n	ber-_0	ber-_n_0	ber-	0	TRUE	38
ber+kualifikasi<n>_VSA	kualifikasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	37
ber+musik<n>_VSA	musik	n	ber-_0	ber-_n_0	ber-	0	TRUE	37
ber+pengetahuan<n>_VSA	pengetahuan	n	ber-_0	ber-_n_0	ber-	0	TRUE	37
ber+watak<n>_VSA	watak	n	ber-_0	ber-_n_0	ber-	0	TRUE	37
ber+iklan<n>_VSA	iklan	n	ber-_0	ber-_n_0	ber-	0	TRUE	36
ber+khayal<n>_VSA	khayal	n	ber-_0	ber-_n_0	ber-	0	TRUE	36
ber+logo<n>_VSA	logo	n	ber-_0	ber-_n_0	ber-	0	TRUE	36
ber+sekongkol<n>_VSA	sekongkol	n	ber-_0	ber-_n_0	ber-	0	TRUE	36
ber+kelok<n>_VSA	kelok	n	ber-_0	ber-_n_0	ber-	0	TRUE	35
ber+nalar<n>_VSA	nalar	n	ber-_0	ber-_n_0	ber-	0	TRUE	35
ber+paras<n>_VSA	paras	n	ber-_0	ber-_n_0	ber-	0	TRUE	35
ber+dengung<n>_VSA	dengung	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+disiplin<n>_VSA	disiplin	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+empati<n>_VSA	empati	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+minyak<n>_VSA	minyak	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+senda<n>_VSA	senda	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+sepatu<n>_VSA	sepatu	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+serat<n>_VSA	serat	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+uban<n>_VSA	uban	n	ber-_0	ber-_n_0	ber-	0	TRUE	34
ber+argumentasi<n>_VSA	argumentasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+celana<n>_VSA	celana	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+imajinasi<n>_VSA	imajinasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+kelakar<n>_VSA	kelakar	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+kunangkunang<n>_VSA	kunangkunang	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+otot<n>_VSA	otot	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+regu<n>_VSA	regu	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+tulang<n>_VSA	tulang	n	ber-_0	ber-_n_0	ber-	0	TRUE	33
ber+akting<n>_VSA	akting	n	ber-_0	ber-_n_0	ber-	0	TRUE	32
ber+cumbu<n>_VSA	cumbu	n	ber-_0	ber-_n_0	ber-	0	TRUE	32
ber+kongsi<n>_VSA	kongsi	n	ber-_0	ber-_n_0	ber-	0	TRUE	32
ber+manuver<n>_VSA	manuver	n	ber-_0	ber-_n_0	ber-	0	TRUE	32
ber+sidang<n>_VSA	sidang	n	ber-_0	ber-_n_0	ber-	0	TRUE	32
ber+spekulasi<n>_VSA	spekulasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	32
ber+bisa<n>_VSA	bisa	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+kilat<a>_VSA	kilat	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+media<n>_VSA	media	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+mental<n>_VSA	mental	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+reputasi<n>_VSA	reputasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+semi<n>_VSA	semi	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+tangan<n>_VSA	tangan	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+titik<n>_VSA	titik	n	ber-_0	ber-_n_0	ber-	0	TRUE	31
ber+bukit<n>_VSA	bukit	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+kategori<n>_VSA	kategori	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+lambang<n>_VSA	lambang	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+mesin<n>_VSA	mesin	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+praktik<n>_VSA	praktik	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+sarung<n>_VSA	sarung	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+selimut<n>_VSA	selimut	n	ber-_0	ber-_n_0	ber-	0	TRUE	30
ber+iklim<n>_VSA	iklim	n	ber-_0	ber-_n_0	ber-	0	TRUE	29
ber+adik<n>_VSA	adik	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+alas<n>_VSA	alas	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+anak<n>_VSADASHpinak<x>_X--	anak	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+arak<n>_VSA	arak	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+buntut<n>_VSA	buntut	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+demokrasi<n>_VSA	demokrasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+istri<n>_VSA	istri	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+kecambah<n>_VSA	kecambah	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+lutut<n>_VSA	lutut	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+suami<n>_VSA	suami	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+tanggal<n>_VSA	tanggal	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+unjuk<n>_VSA	unjuk	n	ber-_0	ber-_n_0	ber-	0	TRUE	28
ber+batas<n>_VSA	batas	n	ber-_0	ber-_n_0	ber-	0	TRUE	27
ber+biji<n>_VSA	biji	n	ber-_0	ber-_n_0	ber-	0	TRUE	27
ber+muka<n>_VSA	muka	n	ber-_0	ber-_n_0	ber-	0	TRUE	27
ber+pagar<n>_VSA	pagar	n	ber-_0	ber-_n_0	ber-	0	TRUE	27
ber+ciri<n>_VSA	ciri	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+embun<n>_VSA	embun	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+ijazah<n>_VSA	ijazah	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+metamorfosis<n>_VSA	metamorfosis	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+takhta<n>_VSA	takhta	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+toleransi<n>_VSA	toleransi	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+undak<n>_VSA	undak	n	ber-_0	ber-_n_0	ber-	0	TRUE	26
ber+acara<n>_VSA	acara	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
