morphind	root_morphind	root_pos_morphind	affix_morphind	affix_morphind_wclass	pref_morphind	suff_morphind	verb_tagged	n
ber+pasrah<a>_VSA	pasrah	a	ber-_0	ber-_a_0	ber-	0	TRUE	8
ber+selangseling<a>_VSA	selangseling	a	ber-_0	ber-_a_0	ber-	0	TRUE	8
ber+bineka<a>_VSA	bineka	a	ber-_0	ber-_a_0	ber-	0	TRUE	7
ber+gajul<a>_VSA	gajul	a	ber-_0	ber-_a_0	ber-	0	TRUE	7
ber+senang<a>_VSA	senang	a	ber-_0	ber-_a_0	ber-	0	TRUE	7
ber+berat<a>_VSA	berat	a	ber-_0	ber-_a_0	ber-	0	TRUE	6
ber+terus<a>_VSADASHterang<a>_ASP	terus	a	ber-_0	ber-_a_0	ber-	0	TRUE	6
ber+karib<a>_VSA	karib	a	ber-_0	ber-_a_0	ber-	0	TRUE	5
ber+tekun<a>_VSA	tekun	a	ber-_0	ber-_a_0	ber-	0	TRUE	5
ber+akrab<a>_VSA	akrab	a	ber-_0	ber-_a_0	ber-	0	TRUE	4
ber+muda<a>_VSA	muda	a	ber-_0	ber-_a_0	ber-	0	TRUE	4
ber+operasional<n>_VSA	operasional	a	ber-_0	ber-_a_0	ber-	0	TRUE	4
ber+ramah<a>_VSA	ramah	a	ber-_0	ber-_a_0	ber-	0	TRUE	4
ber+rapat<a>_VSA	rapat	a	ber-_0	ber-_a_0	ber-	0	TRUE	4
ber+sukaria<a>_VSA	sukaria	a	ber-_0	ber-_a_0	ber-	0	TRUE	4
ber+bondong<a>_VSA	bondong	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+kreatif<a>_VSA	kreatif	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+lama<a>_VSA	lama	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+maksiat<a>_VSA	maksiat	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+manja<a>_VSA	manja	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+mesra<a>_VSA	mesra	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+murah<a>_VSA	murah	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+rendah<a>_VSA	rendah	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+sibuk<a>_VSA	sibuk	a	ber-_0	ber-_a_0	ber-	0	TRUE	3
ber+analog<a>_VSA	analog	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+antusias<a>_VSA	antusias	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+baku<a>_VSA	baku	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+bijak<a>_VSA	bijak	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+gaduh<a>_VSA	gaduh	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+gigil<a>_VSA	gigil	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+kaya<a>_VSA	kaya	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+kongkalikong<a>_VSA	kongkalikong	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+kuliner<a>_VSA	kuliner	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+lipatganda<a>_VSA	lipatganda	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+luas<a>_VSA	luas	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+reda<a>_VSA	reda	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+sama<a>_VSADASHsam<f>_F--	sama	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+sejajar<a>_VSA	sejajar	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+sinergis<a>_VSA	sinergis	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+sosial<n>_VSA	sosial	a	ber-_0	ber-_a_0	ber-	0	TRUE	2
ber+asosiatif<a>_VSA	asosiatif	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+asyik<a>_VSA	asyik	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+asyik<a>_VSADASHmasyuk<x>_X--	asyik	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+baik<a>_VSADASHhati<n>_NSD	baik hati	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+banyak<a>_VSA	banyak	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+basah<a>_VSA	basah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+beres<a>_VSA	beres	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+bondong<a>_VSADASHbon<f>_F--DASHdong<x>_X--	bondong	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+cacat<a>_VSA	cacat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+cemong<a>_VSA	cemong	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+cukup<a>_VSA	cukup	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+dekat<a>_VSA	dekat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+galau<a>_VSA	galau	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+gelisah<a>_VSA	gelisah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+gempita<a>_VSA	gempita	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+geremeng<a>_VSA	geremeng	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+hanyut<a>_VSA	hanyut	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+hemat<a>_VSADASHkarena<s>_S--	hemat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+hening<a>_VSA	hening	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+hormat<a>_VSA	hormat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+indah<a>_VSA	indah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+intelektual<a>_VSA	intelektual	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+khas<a>_VSA	khas	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+kompetitif<a>_VSA	kompetitif	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+laku<n>_VSA	laku	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+lama<a>_VSADASHmana<n>_NSD	lama	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+lambat<a>_VSA	lambat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+lampau<a>_VSA	lampau	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+lega<a>_VSA	lega	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+lelah<a>_VSA	lelah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+malas<a>_VSA	malas	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+megah<a>_VSA	megah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+megah<a>_VSADASHmengah<x>_X--	megah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+mewah<a>_VSA	mewah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+panas<a>_VSA	panas	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+panjang<a>_VSADASHlebar<a>_ASP	panjang	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+partisipatif<a>_VSA	partisipatif	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+patah<a>_VSA	patah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+payah<a>_VSA	payah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+pongah<a>_VSA	pongah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+pulas<a>_VSA	pulas	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+putih<a>_VSA	putih	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+ramah<a>_VSADASHtanah<n>_NSD	ramah	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+ramai<a>_VSA	ramai	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+ribut<a>_VSA	ribut	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sadar<a>_VSA	sadar	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sama<a>_VSADASHsa<f>_F--	sama	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sama<a>_VSADASHsana<n>_NSD	sama	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sama<a>_VSADASHyang<s>_S--	sama	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+semarak<a>_VSA	semarak	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+senang<a>_VSADASHsenanng<x>_X--	senang	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sendiri<a>_VSA	sendiri	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+serak<a>_VSADASHan<f>_F--	serak	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+seri<a>_VSADASHsen<f>_F--	seri	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sombong<a>_VSA	sombong	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+sopan<a>_VSA	sopan	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+taat<a>_VSA	taat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+tamak<a>_VSA	tamak	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+teguh<a>_VSA	teguh	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+tenang<a>_VSA	tenang	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+tepat<a>_VSA	tepat	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+terang<a>_VSA	terang	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+tetap<a>_VSA	tetap	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+toleran<a>_VSA	toleran	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+urban<a>_VSA	urban	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
ber+wangi<a>_VSA	wangi	a	ber-_0	ber-_a_0	ber-	0	TRUE	1
